project_code,date,rainfall_mm,temp_avg_c,temp_max_c,temp_min_c
612786.0,20230412,0.0,32.73,41.98,24.15
612786.0,20230413,0.0,33.96,42.59,26.04
612786.0,20230414,0.01,34.27,42.11,27.13
612786.0,20230415,0.0,35.02,43.18,27.66
612786.0,20230416,0.0,34.21,41.0,28.74
612786.0,20230417,0.0,33.08,41.53,26.59
612786.0,20230418,0.0,32.97,42.15,25.17
612786.0,20230419,0.0,32.74,41.82,25.29
612786.0,20230420,0.0,32.24,41.15,24.8
612786.0,20230421,0.03,32.4,40.71,25.93
612786.0,20230422,0.08,32.6,40.55,25.94
612786.0,20230423,2.37,32.07,39.78,27.15
612786.0,20230424,1.34,31.56,38.53,26.97
612786.0,20230425,0.55,31.2,37.32,27.05
612786.0,20230426,0.98,31.22,38.63,25.56
612786.0,20230427,0.42,31.57,39.08,25.91
612786.0,20230428,0.27,31.73,39.06,26.14
612786.0,20230429,1.47,31.7,39.5,25.49
612786.0,20230430,13.52,31.01,37.21,26.6
612786.0,20230501,18.52,28.94,33.13,25.74
612786.0,20230502,5.53,28.57,33.42,25.05
612786.0,20230503,9.38,29.33,34.58,25.77
612786.0,20230504,4.66,29.49,34.73,25.63
612786.0,20230505,4.19,29.37,33.96,26.2
612786.0,20230506,3.43,30.57,36.7,25.45
612786.0,20230507,6.33,30.31,34.97,26.33
612786.0,20230508,0.23,31.24,36.49,26.91
612786.0,20230509,0.06,31.87,38.06,27.14
612786.0,20230510,0.01,31.6,37.87,26.88
612786.0,20230511,0.04,31.99,38.29,27.33
612786.0,20230512,0.65,33.75,41.37,27.67
612786.0,20230513,0.0,33.56,42.92,25.27
612786.0,20230514,0.0,34.08,43.94,25.01
612786.0,20230515,0.0,35.01,43.03,27.8
612786.0,20230516,0.0,35.35,43.37,28.51
612786.0,20230517,0.12,34.64,42.67,28.54
612786.0,20230518,0.14,33.4,39.78,28.71
612786.0,20230519,1.12,33.78,40.28,28.35
612786.0,20230520,4.62,33.49,39.97,28.71
612786.0,20230521,4.13,32.64,39.33,28.31
612786.0,20230522,2.44,32.2,39.05,26.8
612786.0,20230523,5.25,31.98,38.92,27.41
612786.0,20230524,0.49,33.38,40.99,27.14
612786.0,20230525,0.82,34.82,42.09,28.15
612786.0,20230526,0.08,34.62,41.76,28.41
612786.0,20230527,0.18,34.98,41.89,28.32
612786.0,20230528,0.34,35.33,43.13,29.17
612786.0,20230529,0.27,34.01,40.18,29.24
612786.0,20230530,7.85,31.81,35.69,28.59
612786.0,20230531,5.85,31.42,36.38,27.65
612786.0,20230601,1.65,33.62,40.88,27.86
612786.0,20230602,1.46,34.74,43.08,28.1
612786.0,20230603,0.07,35.08,43.44,28.14
612786.0,20230604,0.06,35.52,43.33,29.28
612786.0,20230605,0.01,35.8,42.56,30.63
612786.0,20230606,0.0,35.83,41.94,30.08
612786.0,20230607,0.01,37.1,43.56,32.08
612786.0,20230608,0.03,36.61,42.8,31.13
612786.0,20230609,0.07,37.53,43.31,31.92
612786.0,20230610,0.03,35.99,41.47,31.24
612786.0,20230611,0.17,36.47,42.57,30.15
612786.0,20230612,0.02,36.46,41.82,30.65
612786.0,20230613,2.17,36.42,42.09,30.95
612786.0,20230614,0.05,35.12,38.87,31.82
612786.0,20230615,0.0,35.73,41.2,31.36
612786.0,20230616,0.0,36.99,43.03,31.94
612786.0,20230617,0.36,34.2,40.65,29.7
612786.0,20230618,0.49,32.54,37.41,28.28
612786.0,20230619,1.04,34.12,40.01,28.49
612786.0,20230620,5.22,33.38,37.9,29.52
612786.0,20230621,6.15,30.35,34.7,27.7
612786.0,20230622,13.14,29.48,33.88,26.73
612786.0,20230623,5.67,29.0,33.44,25.91
612786.0,20230624,17.36,28.9,32.52,26.2
612786.0,20230625,3.03,29.93,34.69,26.16
612786.0,20230626,4.21,29.96,35.22,25.98
612786.0,20230627,0.77,31.5,38.03,25.35
612786.0,20230628,1.68,32.19,38.51,26.82
612786.0,20230629,0.73,31.01,36.69,26.35
612786.0,20230630,0.04,31.82,38.18,26.11
612786.0,20230701,1.36,32.1,37.45,27.3
612786.0,20230702,3.55,30.83,35.39,26.99
612786.0,20230703,20.6,28.53,30.97,26.55
612786.0,20230704,7.87,28.73,31.93,25.96
612786.0,20230705,2.51,28.52,32.76,25.6
612786.0,20230706,2.33,29.64,35.73,25.43
612786.0,20230707,0.47,30.96,37.63,25.07
612786.0,20230708,0.29,31.1,37.07,26.43
612786.0,20230709,5.16,30.19,34.49,26.39
612786.0,20230710,9.21,30.13,34.57,25.94
612786.0,20230711,3.6,28.54,31.84,25.9
612786.0,20230712,5.56,29.29,34.02,25.28
612786.0,20230713,0.65,30.44,36.04,25.37
612786.0,20230714,0.16,31.25,36.83,26.73
612786.0,20230715,1.99,30.85,34.94,26.71
612786.0,20230716,1.82,29.88,35.19,26.39
612786.0,20230717,1.35,30.17,35.55,25.72
612786.0,20230718,2.59,29.38,33.64,25.9
612786.0,20230719,5.63,27.74,29.95,25.78
612786.0,20230720,1.85,28.21,31.92,25.92
612786.0,20230721,2.41,27.94,31.99,25.04
612786.0,20230722,1.82,30.46,36.97,25.23
612786.0,20230723,10.24,30.0,35.69,25.89
612786.0,20230724,15.12,28.33,32.5,25.57
612786.0,20230725,32.21,27.92,31.86,25.35
612786.0,20230726,21.09,26.64,28.67,24.89
612786.0,20230727,6.11,27.2,29.57,25.12
612786.0,20230728,0.09,28.46,31.51,25.24
612786.0,20230729,0.45,29.89,35.34,25.25
612786.0,20230730,0.13,28.77,32.77,26.08
612786.0,20230731,0.53,28.61,31.93,25.82
612786.0,20230801,0.15,29.33,33.76,25.57
612786.0,20230802,0.01,29.83,34.93,25.7
612786.0,20230803,0.0,30.11,35.66,25.38
612786.0,20230804,0.17,30.68,36.4,25.58
612786.0,20230805,0.72,30.28,35.82,26.23
612786.0,20230806,1.45,30.9,36.75,26.05
612786.0,20230807,0.04,30.93,36.31,26.36
612786.0,20230808,0.05,30.94,36.67,26.4
612786.0,20230809,2.01,30.34,34.86,26.05
612786.0,20230810,10.68,29.89,33.32,26.64
612786.0,20230811,8.24,29.21,32.04,26.11
612786.0,20230812,6.63,29.29,33.49,25.9
612786.0,20230813,1.57,28.29,32.05,25.78
612786.0,20230814,0.66,28.35,32.93,25.29
612786.0,20230815,6.85,29.06,33.44,25.52
612786.0,20230816,0.77,29.68,34.74,25.76
612786.0,20230817,5.54,28.14,32.69,25.19
612786.0,20230818,1.23,28.03,31.73,24.82
612786.0,20230819,0.5,28.21,32.29,25.17
612786.0,20230820,0.2,29.98,36.29,24.85
612786.0,20230821,2.4,29.96,34.88,25.97
612786.0,20230822,5.52,29.9,34.11,26.23
612786.0,20230823,9.17,27.98,31.41,25.39
612786.0,20230824,0.46,29.17,33.95,24.83
612786.0,20230825,2.57,29.48,33.75,26.26
612786.0,20230826,6.64,28.85,31.8,26.13
612786.0,20230827,2.78,28.74,32.42,25.89
612786.0,20230828,0.58,29.91,35.31,25.84
612786.0,20230829,0.54,29.45,33.83,26.35
612786.0,20230830,1.7,29.45,34.33,25.21
612786.0,20230831,0.47,29.9,35.01,25.52
612786.0,20230901,3.19,30.01,34.78,25.75
612786.0,20230902,38.54,28.34,30.53,26.54
612786.0,20230903,5.75,27.2,30.68,24.64
612786.0,20230904,6.85,26.75,30.66,23.25
612786.0,20230905,15.64,26.98,29.68,25.16
612786.0,20230906,6.01,27.71,31.82,25.04
612786.0,20230907,0.53,28.19,34.62,23.94
612786.0,20230908,0.24,28.05,32.27,23.57
612786.0,20230909,1.6,29.1,33.56,24.97
612786.0,20230910,14.31,28.0,30.94,26.19
612786.0,20230911,16.62,27.75,31.09,25.15
612786.0,20230912,3.08,27.36,29.84,25.06
612786.0,20230913,0.35,26.46,28.36,24.82
612786.0,20230914,4.11,27.06,30.6,24.37
612786.0,20230915,0.73,29.31,34.95,24.81
612786.0,20230916,0.5,29.03,33.41,25.15
612786.0,20230917,0.11,29.19,34.07,25.29
612786.0,20230918,0.09,29.57,34.54,25.82
612786.0,20230919,0.44,28.63,32.13,26.0
612786.0,20230920,7.13,28.31,31.4,26.19
612786.0,20230921,10.66,27.81,30.65,25.44
612786.0,20230922,2.48,28.23,31.98,25.07
612786.0,20230923,9.05,27.85,31.91,25.58
612786.0,20230924,6.03,28.36,32.02,24.98
612786.0,20230925,9.88,27.51,30.12,24.96
612786.0,20230926,14.12,28.33,32.12,24.79
612786.0,20230927,1.36,27.9,30.51,25.86
612786.0,20230928,1.19,28.09,30.82,25.45
612786.0,20230929,8.26,28.18,31.58,25.61
612786.0,20230930,6.12,27.85,31.29,25.71
612786.0,20231001,3.88,28.61,32.9,24.43
612786.0,20231002,0.38,28.21,31.96,25.22
612786.0,20231003,12.02,28.6,32.8,25.23
612786.0,20231004,0.49,28.53,33.66,24.36
612786.0,20231005,0.0,27.66,32.86,23.88
612786.0,20231006,0.0,27.13,33.22,22.23
612786.0,20231007,0.0,27.52,33.15,22.32
612786.0,20231008,0.09,27.99,33.43,22.87
612786.0,20231009,0.37,28.54,33.5,23.84
612786.0,20231010,0.56,28.84,33.61,24.4
612786.0,20231011,1.45,28.09,32.26,24.88
612786.0,20231012,0.0,28.32,33.02,24.88
612786.0,20231013,0.0,28.28,32.66,25.36
612786.0,20231014,0.0,28.1,32.93,24.41
612786.0,20231015,0.0,28.09,33.03,23.87
612786.0,20231016,0.0,28.01,32.16,25.05
612786.0,20231017,0.0,27.88,33.0,23.8
612786.0,20231018,0.0,27.91,33.19,23.33
612786.0,20231019,0.46,27.74,32.84,23.22
612786.0,20231020,0.54,27.72,32.7,23.69
612786.0,20231021,0.06,27.71,33.5,23.68
612786.0,20231022,0.0,26.52,33.61,21.88
612786.0,20231023,0.0,25.96,33.35,19.81
612786.0,20231024,0.0,26.39,33.81,20.17
612786.0,20231025,0.0,26.4,34.28,19.64
612786.0,20231026,0.0,26.21,33.72,19.79
612786.0,20231027,0.07,26.33,32.93,20.24
612786.0,20231028,0.48,27.39,32.9,23.33
612786.0,20231029,0.26,27.25,31.41,24.36
612786.0,20231030,0.36,26.89,30.9,23.95
612786.0,20231031,0.21,26.44,30.0,23.42
612786.0,20231101,0.35,27.12,32.99,22.2
612786.0,20231102,2.09,27.95,33.61,23.89
612786.0,20231103,5.92,27.92,33.35,24.46
612786.0,20231104,4.43,27.54,32.58,24.49
612786.0,20231105,7.86,27.09,31.58,24.25
612786.0,20231106,9.99,26.76,30.38,24.47
612786.0,20231107,17.82,26.61,30.51,24.33
612786.0,20231108,6.84,26.72,30.78,23.76
612786.0,20231109,9.02,26.39,30.31,23.87
612786.0,20231110,0.0,26.19,31.56,22.25
612786.0,20231111,0.0,25.57,31.56,20.94
612786.0,20231112,0.0,25.43,31.59,20.37
612786.0,20231113,0.0,25.76,31.87,21.23
612786.0,20231114,0.0,25.25,30.71,21.55
612786.0,20231115,0.17,25.17,31.0,20.84
612786.0,20231116,0.24,25.69,32.52,19.95
612786.0,20231117,0.0,26.1,33.07,20.46
612786.0,20231118,0.0,26.93,33.48,21.81
612786.0,20231119,0.0,26.54,32.11,22.71
612786.0,20231120,0.82,26.39,32.24,22.51
612786.0,20231121,2.31,26.38,31.71,22.87
612786.0,20231122,4.9,26.41,31.06,23.39
612786.0,20231123,10.98,26.21,30.97,23.38
612786.0,20231124,1.84,26.39,31.14,23.49
612786.0,20231125,0.26,26.17,31.84,22.52
612786.0,20231126,0.09,26.18,31.72,22.24
612786.0,20231127,0.06,26.26,31.86,22.9
612786.0,20231128,0.05,26.48,32.38,22.64
612786.0,20231129,0.51,26.5,32.45,22.51
612786.0,20231130,0.92,26.61,32.23,23.03
612786.0,20231201,0.14,26.54,32.65,22.61
612786.0,20231202,2.91,25.66,31.53,21.29
612786.0,20231203,7.14,25.3,30.56,22.02
612786.0,20231204,44.2,23.56,25.52,22.19
612786.0,20231205,114.82,24.87,26.34,23.17
612786.0,20231206,2.92,24.79,28.24,22.33
612786.0,20231207,0.02,24.91,29.27,20.77
612786.0,20231208,0.0,24.2,28.41,20.78
612786.0,20231209,0.0,23.39,28.63,19.78
612786.0,20231210,0.0,21.95,28.18,16.86
612786.0,20231211,0.0,22.2,28.18,17.06
612786.0,20231212,0.0,22.72,28.0,18.32
612786.0,20231213,0.0,22.47,27.72,18.28
612786.0,20231214,0.0,21.91,27.35,17.32
612786.0,20231215,0.06,22.36,27.49,18.03
612786.0,20231216,0.02,23.11,27.6,19.69
612786.0,20231217,0.0,23.21,28.05,19.85
612786.0,20231218,0.0,22.59,27.57,19.27
612786.0,20231219,0.0,21.59,27.0,17.45
612786.0,20231220,0.0,21.62,27.39,17.14
612786.0,20231221,0.0,21.3,27.18,16.61
612786.0,20231222,0.0,21.76,27.61,16.42
612786.0,20231223,0.0,21.85,27.02,18.79
612786.0,20231224,0.0,21.86,28.2,17.17
612786.0,20231225,0.0,22.03,28.7,16.79
612786.0,20231226,0.0,23.11,29.05,19.15
612786.0,20231227,0.0,22.82,29.13,18.47
612786.0,20231228,0.0,22.33,28.94,17.72
612786.0,20231229,0.0,22.29,28.68,16.79
612786.0,20231230,0.0,22.92,29.3,18.57
612786.0,20231231,0.0,22.9,29.0,18.52
612786.0,20240101,0.0,23.05,28.91,18.88
612786.0,20240102,0.0,22.68,28.75,17.94
612786.0,20240103,0.0,22.92,28.84,18.38
612786.0,20240104,0.0,23.16,28.69,19.03
612786.0,20240105,0.0,22.98,29.42,18.71
612786.0,20240106,0.0,23.12,29.95,17.67
612786.0,20240107,0.0,23.5,29.57,18.81
612786.0,20240108,0.0,23.47,28.97,20.11
612786.0,20240109,0.0,23.52,30.3,18.55
612786.0,20240110,0.0,23.77,30.22,18.84
612786.0,20240111,0.0,24.58,31.04,20.35
612786.0,20240112,0.0,24.82,31.29,20.36
612786.0,20240113,0.0,25.02,31.03,21.18
612786.0,20240114,0.0,24.79,31.44,20.22
612786.0,20240115,0.0,24.73,31.2,19.91
612786.0,20240116,0.0,24.57,30.54,20.13
612786.0,20240117,0.0,24.31,30.71,19.78
612786.0,20240118,0.0,24.02,31.05,18.54
612786.0,20240119,0.0,24.3,31.49,19.18
612786.0,20240120,0.0,24.45,31.19,19.2
612786.0,20240121,0.0,24.84,31.48,19.57
612786.0,20240122,0.0,25.31,32.02,20.55
612786.0,20240123,0.0,25.39,31.0,21.56
612786.0,20240124,0.0,25.69,31.58,21.76
612786.0,20240125,0.0,25.85,31.61,21.97
612786.0,20240126,0.17,25.36,31.11,21.55
612786.0,20240127,0.41,25.26,31.82,20.97
612786.0,20240128,0.0,24.95,31.44,21.01
612786.0,20240129,0.0,24.32,31.8,19.1
612786.0,20240130,0.0,24.13,31.66,18.97
612786.0,20240131,0.0,24.67,32.31,18.67
612786.0,20240201,0.0,25.73,32.92,19.75
612786.0,20240202,0.0,26.6,32.9,21.61
612786.0,20240203,0.0,27.06,33.5,22.48
612786.0,20240204,0.0,26.8,33.48,21.82
612786.0,20240205,0.0,26.79,34.17,21.4
612786.0,20240206,0.0,26.78,34.62,21.13
612786.0,20240207,0.0,27.3,36.1,20.48
612786.0,20240208,0.0,27.89,36.28,21.31
612786.0,20240209,0.0,27.62,34.85,22.02
612786.0,20240210,0.0,27.4,33.78,23.37
612786.0,20240211,0.0,26.76,34.17,22.14
612786.0,20240212,0.0,25.96,34.43,19.85
612786.0,20240213,0.0,25.79,34.14,19.43
612786.0,20240214,0.0,26.39,34.69,20.58
612786.0,20240215,0.0,25.79,34.71,19.54
612786.0,20240216,0.0,26.07,35.64,19.25
612786.0,20240217,0.0,26.44,35.86,19.21
612786.0,20240218,0.0,26.71,35.62,18.9
612786.0,20240219,0.0,27.56,35.82,20.47
612786.0,20240220,0.0,28.24,36.42,21.2
612786.0,20240221,0.0,28.48,36.13,22.31
612786.0,20240222,0.0,29.1,37.17,22.84
612786.0,20240223,0.0,29.52,37.1,23.64
612786.0,20240224,0.0,28.92,35.12,25.09
612786.0,20240225,0.0,28.7,35.32,24.55
612786.0,20240226,0.0,28.0,35.22,23.11
612786.0,20240227,0.0,27.9,36.2,21.49
612786.0,20240228,0.0,28.58,37.24,21.69
612786.0,20240229,0.0,29.33,37.44,22.3
612786.0,20240301,0.0,29.53,36.77,23.47
612786.0,20240302,0.0,29.57,37.92,22.82
612786.0,20240303,0.0,29.37,38.05,22.54
612786.0,20240304,0.0,29.5,37.78,23.32
612786.0,20240305,0.0,29.78,37.52,23.93
612786.0,20240306,0.0,30.02,38.49,22.8
612786.0,20240307,0.0,29.63,37.87,22.83
612786.0,20240308,0.0,29.86,38.34,23.63
612786.0,20240309,0.0,29.89,37.55,24.63
612786.0,20240310,0.0,29.56,36.69,24.42
612786.0,20240311,0.0,29.6,37.12,23.91
612786.0,20240312,0.0,30.55,38.85,23.57
612786.0,20240313,0.0,31.75,40.38,25.24
612786.0,20240314,0.0,31.08,39.25,25.0
612786.0,20240315,0.0,30.44,38.36,25.68
612786.0,20240316,0.0,29.97,37.47,25.39
612786.0,20240317,0.01,30.18,37.75,24.46
612786.0,20240318,0.01,30.25,38.47,23.97
612786.0,20240319,0.0,30.01,37.53,24.04
612786.0,20240320,0.1,29.98,37.13,24.8
612786.0,20240321,0.14,29.64,36.27,24.9
612786.0,20240322,0.0,30.26,38.18,23.9
612786.0,20240323,0.0,30.57,38.95,23.62
612786.0,20240324,0.0,30.32,38.57,23.77
612786.0,20240325,0.0,30.61,38.97,23.81
612786.0,20240326,0.0,30.66,39.53,23.85
612786.0,20240327,0.0,30.8,39.9,23.57
612786.0,20240328,0.0,31.39,40.05,23.72
612786.0,20240329,0.0,31.73,40.54,24.84
612786.0,20240330,0.0,31.77,40.82,24.64
612786.0,20240331,0.0,31.29,40.08,24.25
612786.0,20240401,0.0,31.75,40.64,24.62
612786.0,20240402,0.0,32.26,41.31,24.57
612786.0,20240403,0.0,32.14,41.05,25.68
612786.0,20240404,0.0,32.4,41.75,25.09
612786.0,20240405,0.0,33.8,43.22,25.71
612786.0,20240406,0.0,34.17,44.06,25.81
612786.0,20240407,0.0,33.8,43.19,26.83
612786.0,20240408,0.0,31.62,39.92,25.96
612786.0,20240409,0.0,31.56,39.14,26.35
612786.0,20240410,0.0,31.35,39.45,24.9
612786.0,20240411,0.0,31.96,40.2,25.23
612786.0,20240412,0.01,31.58,39.2,25.71
612786.0,20240413,0.08,32.1,40.03,25.77
612786.0,20240414,0.0,32.23,40.32,25.76
612786.0,20240415,0.0,32.87,41.37,25.61
612786.0,20240416,0.0,33.01,40.96,26.08
612786.0,20240417,0.0,34.14,42.77,27.25
612786.0,20240418,0.0,34.61,43.11,27.94
612786.0,20240419,0.11,34.69,43.14,28.3
612786.0,20240420,0.42,34.81,43.39,28.44
612786.0,20240421,0.0,34.37,42.69,27.79
612786.0,20240422,0.02,34.27,43.49,27.23
612786.0,20240423,0.0,33.07,41.12,26.83
612786.0,20240424,0.0,33.51,42.75,25.18
612786.0,20240425,0.0,33.65,42.85,25.85
612786.0,20240426,0.0,33.69,42.41,26.49
612786.0,20240427,0.0,34.27,42.77,27.05
612786.0,20240428,0.0,34.36,43.25,27.06
612786.0,20240429,0.0,33.97,42.74,27.27
612786.0,20240430,0.0,34.28,43.86,26.14
612786.0,20240501,0.0,36.13,45.91,28.02
612786.0,20240502,0.02,37.03,45.8,30.78
612786.0,20240503,0.03,36.91,46.45,30.44
612786.0,20240504,0.03,35.99,44.97,29.97
612786.0,20240505,0.31,35.36,44.03,29.57
612786.0,20240506,0.94,35.36,44.27,29.51
612786.0,20240507,2.89,34.13,41.72,28.61
612786.0,20240508,20.79,31.13,37.06,27.39
612786.0,20240509,0.43,31.26,38.0,25.94
612786.0,20240510,1.86,31.64,38.23,26.95
612786.0,20240511,3.27,31.18,36.73,27.24
612786.0,20240512,0.62,31.86,38.39,26.65
612786.0,20240513,1.97,31.27,36.29,27.06
612786.0,20240514,3.37,31.24,36.56,27.58
612786.0,20240515,5.55,31.39,36.92,27.05
612786.0,20240516,16.68,29.43,33.47,26.76
612786.0,20240517,24.54,27.19,29.04,26.09
612786.0,20240518,6.24,29.49,34.25,25.9
612786.0,20240519,4.41,30.52,35.5,27.18
612786.0,20240520,2.24,30.51,35.01,27.02
612786.0,20240521,0.93,31.0,36.14,27.25
612786.0,20240522,0.76,31.95,38.38,27.25
612786.0,20240523,0.27,32.16,38.22,27.5
612786.0,20240524,0.91,32.28,38.73,27.62
612786.0,20240525,2.96,30.55,34.86,28.55
612786.0,20240526,1.74,33.9,41.47,27.47
612786.0,20240527,0.05,35.03,42.53,28.96
612786.0,20240528,0.0,33.26,39.11,29.37
612786.0,20240529,0.0,35.27,42.6,28.52
612786.0,20240530,0.02,35.24,42.21,29.23
612786.0,20240531,0.05,34.32,40.53,29.54
612786.0,20240601,0.58,33.15,37.45,30.19
612786.0,20240602,22.27,29.3,30.68,27.62
612786.0,20240603,1.89,30.08,34.58,26.11
612786.0,20240604,0.78,30.93,35.56,26.99
612786.0,20240605,4.46,31.58,36.97,26.88
612786.0,20240606,3.76,30.52,34.62,26.94
612786.0,20240607,1.61,29.08,32.09,26.99
612786.0,20240608,9.35,28.66,31.84,26.59
612786.0,20240609,3.13,29.5,33.5,26.3
612786.0,20240610,2.61,29.52,33.17,27.04
612786.0,20240611,0.49,29.97,35.5,25.1
612786.0,20240612,5.17,29.19,33.41,26.27
612786.0,20240613,0.51,29.95,35.06,25.53
612786.0,20240614,0.14,30.95,37.06,25.99
612786.0,20240615,0.92,30.91,36.49,26.57
612786.0,20240616,1.74,30.21,34.17,26.81
612786.0,20240617,0.41,31.58,36.44,26.98
612786.0,20240618,4.12,30.46,34.33,28.05
612786.0,20240619,1.27,29.63,33.99,26.39
612786.0,20240620,0.42,31.38,37.03,26.04
612786.0,20240621,1.65,31.81,37.18,27.73
612786.0,20240622,1.5,30.04,34.67,26.85
612786.0,20240623,2.53,30.78,36.21,26.02
612786.0,20240624,2.99,31.41,36.73,26.64
612786.0,20240625,2.25,30.87,36.5,26.73
612786.0,20240626,8.31,28.78,33.28,25.46
612786.0,20240627,4.83,27.54,32.51,24.25
612786.0,20240628,2.48,30.58,37.59,23.93
612786.0,20240629,26.42,31.29,37.85,26.17
612786.0,20240630,1.01,29.98,33.8,26.35
612786.0,20240701,2.56,30.48,35.86,26.23
612786.0,20240702,0.17,30.89,37.26,25.86
612786.0,20240703,0.12,30.84,35.62,26.72
612786.0,20240704,2.01,30.16,35.26,26.73
612786.0,20240705,8.14,29.92,34.64,26.26
612786.0,20240706,11.08,28.13,32.07,24.96
612786.0,20240707,1.82,29.5,34.04,25.91
612786.0,20240708,3.36,29.47,33.61,25.71
612786.0,20240709,5.16,29.1,34.07,25.31
612786.0,20240710,2.04,29.78,34.52,26.2
